name,type,address,email,phone_number,opening_hours,psychological_help,legal_help,social_help,accommodation,infoline,description,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
Poradnia Psychologiczno-Pedagogiczna we Wschowej,GOV,"ulica Zacisze 1, 67-400 Wschowa",pppwschowa@op.pl,65 540 20 30,poniedziałek – piątek 7:30 - 15:30,True,False,False,False,brak,,,,,
Urząd Miejski w Lubsku,GOV,"plac Wolności 1, 68-300 Lubsko",sekretariat@lubsko.pl,68 457 61 01 68 457 61 15,"poniedziałek 7:30 - 17:00, wtorek, środa, czwartek 7:30 - 15:30, piątek 7:30 - 14:00",True,False,False,False,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie w Żaganiu,GOV,"ulica Śląska 1, 68-100 Żagań",sekretariat@pcpr.zagan.pl,68 477 77 71,poniedziałek - piątek 7:30 -15:30,True,False,False,False,brak,,,,,
Ośrodek Pomocy Społecznej w Trzcielu,GOV,"plac Zjednoczenia Narodowego 9,            66-320 Trzciel",ops@trzciel.pl,95 743 14 14,poniedziałek - piątek 7:00 - 15:00,False,False,True,False,brak,,,,,
Urząd Gminy Lubniewice,GOV,"ulica Jana Pawła II 51, 69-210 Lubniewice",urzad@lubniewice.pl,"95 755 70 52 wew.1
728 924 413","poniedziałek 8:00 - 16:30, wtorek - czwartek 7:30 - 15:30, piątek 7:30 - 14:30",True,False,True,False,brak,,,,,
Gorzowskie Centrum Pomocy Rodzinie w Gorzowie Wielkopolskim,GOV,"ulica Walczaka 42, blok nr 2
66-400 Gorzów Wielkopolski",sekretariat@gcprgorzow.pl,95 715 13 60,"poniedziałek, środa, czwartek 7:30 – 15:30, wtorek 7:30 – 16:30 , piątek 7:30 – 14:30",True,True,True,False,brak,,,,,
Ośrodek Pomocy Społecznej w Barlinku,GOV,"ulica Strzelecka 29, 74 - 320 Barlinek",sekretariat@opsbarlinek.pl,95 74 60 014,poniedziałek – piątek 7:00 - 15:00,False,True,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Bogdańcu,GOV,"ulica Leśna 11, 66-450 Bogdaniec",kierownik@gopsbogdaniec.pl,95 751 00 61,"poniedziałek 7:30 - 17:00, wtorek, środa, czwartek 7:30 - 15:30, piątek 7:30 - 14:00",False,False,True,False,brak,,,,,
Ośrodek Pomocy Społecznej w Santoku,GOV,"ulica Gralewska 6B, 66-431 Santok",ops@santok.pl,511 931 806 511 981 710,"poniedziałek 7:30 - 17:00, wtorek - czwartek 7:30 - 15:30, piątek 7:30 - 14:00",True,False,True,False,brak,,,,,
"Lokalny Punkt Pomocy Pokrzywdzonym Przestępstwem w Żaganiu (prowadzony przez Lubuski Ruch na Rzecz
Kobiet i Rodziny ŻAR w Żarach)",GOV,"ulica Śląska 1, 68-100 Żagań",,782 886 000,"wtorek 14:30 - 19:30, czwartek 14:00 - 19:00",True,True,True,False,222 309 900,,,,,
Ośrodek Pomocy Społecznej w Iłowej,GOV,"ulica Kolejowa 7, 68-120 Iłowa",ops@ilowa.pl,68 377 49 48,"poniedziałek 7:00 – 16:00, wtorek – czwartek 7:00 – 15:00, piątek 7:00 – 14:00",True,False,False,False,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie w Augustowie,GOV,"ulica Młyńska 52
16-300 Augustów",pcpr@st.augustow.wrotapodlasia.pl,876432071,poniedziałek-piątek 7.30-15.30,True,True,True,True,brak,,,,,
Miejski Ośrodek Pomocy Społecznej w Dąbrowie Białostockiej,GOV,"ulica Solidarności 1
16-200 Dąbrowa Białostocka","opsdabrowa@mopsdb.nazwa.pl
   opsdabrowa@mopsdb.pl",856631722,poniedziałek - piątek 7:30 -15:30,True,False,True,True,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie w Suwałkach,GOV,"ulica Świerkowa 60
 16-400 Suwałki",pcpr@powiat.suwalski.pl,875659281,poniedziałek-piątek 7.30-15.30,True,True,True,True,602746394,,,,,
"Miejski Ośrodek Pomocy Rodzinie w Białymstoku
 (Ośrodek Interwencji Kryzysowej)",GOV,"ulica Włókiennicza 7
 15-464 Białystok",oik@mopr.bialystok.pl,"858797946
858797947 858797948",całodobowo,True,True,True,True,"858797946 /
858797947 /
 858797948 /
 858797949",,,,,
Powiatowe Centrum Pomocy Rodzinie w Białymstoku,GOV,"ulica Słonimska 15/1
15-028 Białystok",pcpr.bialystok@interia.pl,857321772,poniedziałek-piątek 7.30-15.30,True,True,False,True,508419106,,,,,
Powiatowe Centrum Pomocy Rodzinie w Sokółce,GOV,"ulica Marszałka Józefa Piłsudskiego 8
 16–100 Sokółka",pcpr.sokolka@sokolka-powiat.pl,857110823,poniedziałek-piątek 7:30-15:30,False,False,False,True,brak,,,,,
Miejski Ośrodek Pomocy Społecznej w Augustowie,GOV,"ulica 3 Maja 60
16-300 Augustów",mops@urzad.augustow.pl,"876445430
876433765",poniedziałek-piątek 7.00-15.00,True,True,True,False,brak,,,,,
Urząd Gminy Jasionówka,GOV,"ulica Rynek 19
19-122 Jasionówka",gmina@jasionowka.pl,857278030,poniedziałek-piątek 7.30-15.30,True,True,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Wiżajnach,GOV,"ulica Szkolna 11
16 - 407 Wiżajny",opieka@wizajny.pl,875688485,poniedziałek-piątek 7.30-15.30,False,False,True,False,875688485,,,,,
Gminny Ośrodek Pomocy Społecznej w Korycinie,GOV,"ulica Knyszyńska 2a
 16-140 Korycin",gops@korycin.pl,857229190,poniedziałek-piątek 7.30-15.30,True,False,True,False,brak,,,,,
Urząd Gminy Dobrzyniewo Duże,GOV,"ulica Białostocka 25
 16-002 Dobrzyniewo Duże","gops@dobrzyniewo.pl
kancelaria@dobrzyniewo.pl","856633256
857478000
857428155","poniedziałek 8.00-16.00, wtorek-piątek 7.30-15.30",True,True,True,False,857478037 / 857478038,,,,,
Gminny Ośrodek Pomocy Społecznej w Dziadkowicach,GOV,17-306 Dziadkowice 13,gops@dziadkowice.pl,856565906,poniedziałek - piątek 7:45 - 15:45,False,True,True,False,brak,,,,,
Urząd Gminy Radziłów,GOV,"plac 500-lecia 14
19-213 Radziłów",sekretariat@gminaradzilow.pl,862737110,poniedziałek - piątek 7:30-15:45,False,True,True,False,brak,,,,,
Ośrodek Pomocy Społecznej w Perlejewie,GOV,17-322 Perlejewo 14,ops@perlejewo.pl,856578502,poniedziałek-piątek 7.30-15.30,False,False,True,False,brak,,,,,
Urząd Miasta Michałowo,GOV,"ulica Białostocka 11
16-050 Michałowo",sekretariat@michalowo.eu,857131773,poniedziałek-piątek 7:15-15:15,True,False,True,False,brak,,,,,
Urząd Miasta Tykocin,GOV,"u. 11 listopada 8
16-080 Tykocin",sekretariat@umtykocin.pl,857181627,"poniedziałek 7.30-17.00, wtorek-piątek 7.30-15.30",False,True,True,False,brak,,,,,
Urząd Gminy Kuźnica,GOV,"plac 1000-lecia Państwa Polskiego 1
16-123 Kuźnica",sekretariat@kuznica.ug.gov.pl,85 722 92 81,poniedziałek - piątek 7:00 - 15:00,True,False,True,False,brak,,,,,
Ośrodek Pomocy Społecznej Kobylinie-Borzymach,GOV,"ulica Główna 11 
18-204 Kobylin-Borzymy",kontakt@kobylinb.naszops.pl,862743025,"poniedziałek 8.00-16.00, wtorek-piątek 7.30-15.30",False,True,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Wysokiem Mazowieckim,GOV,"ulica Mickiewicza 1A
18-200 Wysokie Mazowieckie",gops@gopswm.pl,862757458,poniedziałek - piątek 7:30-15:30,False,True,True,False,brak,,,,,
Urząd Gminy Grajewo,GOV,"ulica Komunalna 6 
19-200 Grajewo",sekretariat@uggrajewo.pl,862730802,poniedziałek - piątek 7:30-15:30,True,False,True,False,brak,,,,,
Urząd Miasta Ciechanowiec,GOV,"ulica Mickiewicza 1
18-230 Ciechanowiecc",info@ciechanowiec.pl,862771145,poniedziałek-piątek 7.30-15.30,True,True,True,False,brak,,,,,
Ośrodek Pomocy Społecznej w Kuleszach Kościelnych,GOV,"ulica Główna 6
18-208 Kulesze Kościelne",gops@kuleszek.pl,864769012,poniedziałek-piątek 8.00-16.00,True,True,True,False,brak,,,,,
Urząd Gminy Juchnowiec Kościelny,GOV,"ulica Jaśminowa 19
16-061 Juchnowiec Kościelny",sekretariat@juchnowiec.gmina.pl,856869200 856869204 697011593,"poniedziałek 9:00 - 17:00, wtorek-piątek 7:30 - 15:30",True,True,True,False,brak,,,,,
Urząd Gminy Sejny,GOV,"ulica Grodzieńskiego 1
16-100 Sejny",sekretariat@gmina.sejny.pl,875162045,poniedziałek - piątek 7:00-15:00,True,True,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Puńsku,GOV,"ulica Mickiewicza 23
16-515 Puńsk",swiadczenia@gops-punsk.pl,875161409,poniedziałek - piątek 7:30 - 15:30,True,True,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Jaświłach,GOV,19-124 Jaświły 7,gops_jaswily@poczta.onet.pl,857278020 857278028 857278029,poniedziałek-piątek 8.00-16.00,True,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Mielniku,GOV,"ulica Piaskowa 38
 17-307 Mielnik",gops@mielnik.com.pl,"857353284
856565864",poniedziałek-piątek 7.30-15.30,False,False,True,False,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie w Łomży,GOV,"Szosa Zambrowska  1/27
18 - 400 Łomża",pcprlomza@powiatlomzynski.pl ,862156942,"poniedziałek-piątek 7.30-15.30, przyjmowanie interesantów poniedziałek-piątek 8.00-15.00",True,True,True,False,brak,,,,,
Miejski Ośrodek Pomocy Społecznej w Zambrowie,GOV,"ulica Fabryczna 3
18-300 Zambrów",mops@zambrow.pl,862713251,poniedziałek-piątek 7.00-15.00,False,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Trzciannej,GOV,"ulica Wojska Polskiego 11/2
19-104 Trzcianne",gops@trzcianne.pl,857131032,poniedziałek-piątek 7.30-15.30,True,False,True,False,brak,,,,,
Urząd Gminy Przytuły,GOV,"ulica Supska 10
18-423 Przytuły",gmina@przytuly.powiatlomzynski.pl,"512413016
517377036",poniedziałek-piątek 7.30-15.30,False,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Bakałarzewie,GOV,"ulica Rynek 3
16-423 Bakałarzewo",gops@bakalarzewo.pl,875694023,poniedziałek-piątek 7.00-15.00,True,False,True,False,brak,,,,,
Ośrodek Pomocy Społecznej w Śniadowie,GOV,"ulica Ostrołęcka 11
18-411 Śniadowo",ops@sniadowo.pl,862241574,poniedziałek-piątek 7.30-15.30,False,False,True,False,brak,,,,,
Urząd Gminy Narewka,GOV,"ulica Białowieska 1
 17-220 Narewka",sekretariat@ug.narewka.wrotapodlasia.pl,856829880,poniedziałek-piątek 7:30-15:30,False,True,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Szypliszkach,GOV,"ulica Suwalska 21 
16-411 Szypliszki",gopsszypliszki@szypliszki.pl,875659051,poniedziałek-piątek 7.00-15.00,False,False,True,False,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie w Zambrowie,GOV,"ulica Fabryczna 3
 18-300 Zambrów",pcpr@powiatzambrowski.com,862710669,poniedziałek-piątek 7.00-15.00,True,False,True,False,brak,,,,,
Urząd Miasta Goniądz,GOV,"ulica Stary Rynek 24
19-110 Goniądz",kancelaria.um@goniadz.pl,"857380039
857380043
857380056",poniedziałek-piątek 7.30-15.30,True,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Augustowie,GOV,"ulica Mazurska 1C
16-300 Augustów",gops@gmina-augustow.eu,876437437,poniedziałek-piątek 7:00-15:00,False,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Borgłowie Kościelnym,GOV,"ulica Augustowska 47
16-320 Bargłów Kościelny",gops@gops-barglow.pl,876424092,poniedziałek-piątek 7.30-15.30,False,False,True,False,brak,,,,,
Urząd Gminy Bielsk Podlaski,GOV,"ulica Mickiewicza 46
17-100 Bielsk Podlaski",gmina@bielskpodlaski.pl,857306851,"poniedziałek 7.45-15.45, wtorek-piątek 7.30-15.30",False,False,True,False,brak,,,,,
Urząd Miasta Brańsk,GOV,"ulica Rynek 8
 17-120 Brańsk",sekretariat@bransk.um.gov.pl,"857375940
857375005","poniedziałek 7.30-16.00, wtorek-czwartek 7.30-15.30, piątek 7.30-15.00",True,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Zambrowie,GOV,"ulica Fabryczna 3 (Budynek ZUS - pokój 102)
 18-300 Zambrów",gops@ugzambrow.pl,862714616,poniedziałek - piątek 7:00-15:00,True,True,True,False,brak,,,,,
Miejski Ośrodek Pomocy Społecznej w Knyszynie,GOV,"ulica Rynek 39
19-120 Knyszyn",mgops@knyszyn.pl,857279995,"poniedziałek 8.00-16.00, wtorek-piątek 7.30-15.30",True,False,True,False,"857279995 / 
 857279996",,,,,
Gminny Ośrodek Pomocy Społecznej w Narwi,GOV,"ulica Mickiewicza 101
 17-210 Narew",gops@narew.gmina.pl,856816742 856816752,poniedziałek-piątek 7:30-15:30,True,True,True,False,brak,,,,,
Ośrodek Pomocy Społecznej w Sokołach,GOV,"ulica Rynek Mickiewicza 10
 18-218 Sokoły",ops@sokoly.pl,864763010,poniedziałek-piątek 7.30-15.30,True,True,True,False,brak,,,,,
Ośrodek Pomocy Społecznej w Jedwabnem,GOV,"ulica Żwirki i Wigury 3, 18-420 Jedwabne",burmistrz@jedwabne.pl,86 217 20 40,,False,True,True,False,brak,,,,,
Miejsko-Gminny Ośrodek Pomocy Społecznej w Surażu,GOV,"ulica 11 Listopada 16
18-105 Suraż",mgops@suraz.pl,856503194,poniedziałek-piątek 7.30-15.30,True,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Zbójnej,GOV,"ulica Łomżyńska 64
18-416 Zbójna",gops@gopszbojna.pl,862140330,poniedziałek-piątek 7:30-15:30,True,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Gibach,GOV,"Giby 74A
16-506 Giby",gops@giby.pl,"875165038
875165037",poniedziałek - piątek 7:00-15:00,True,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Grodzisku,GOV,"ulica 1 Maja 6
17-315 Grodzisk",gops@gminagrodzisk.pl,856548420,poniedziałek-piątek 7.30-15.30,True,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Przeroślu,GOV,"ulica Rynek 2
 16-427 Przerośl",gops@przerosl.eu,875659348,"poniedziałek, wtorek 8:00-16:00, środa-piątek 8:00-18:00",True,False,True,False,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie w Wysokiem Mazowieckim,GOV,"ulica Mickiewicza 1
 18-200 Wysokie Mazowieckie",sekretariat@pcprwysokiemazowieckie.pl,"863067208
502153040","poniedziałek 8.00-16.00, wtorek-piątek 7.30-15.30",True,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Filipowie,GOV,"ulica Garbarska 2/12, 16-424 Filipów",sekretariat@filipow.pl,87 555 92 40,poniedziałek - piątek 7:30 - 15:30,True,False,True,False,brak,,,,,
Urząd Gminy Kolno,GOV,"ulica Wojska Polskiego 20
18-500 Kolno",ugkolno@gminakolno.pl,862789133,poniedziałek-piątek 7.30-15.30,False,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Sidrze,GOV,"ulica Rynek 5
16-124 Sidra",gops@gmina-sidra.pl,857220989,poniedziałek - piątek 7:00 - 15:00,False,False,True,False,brak,,,,,
Urząd Miasta Krynki,GOV,"ulica Garbarska 16
16-120 Krynki",kancelaria@krynki.pl,857228550,poniedziałek-piątek 7.30-15.30,True,False,True,False,brak,,,,,
Urząd Gminy w Jasionówce,GOV,"ulica Rynek 19, 19-122 Jasionówka",gmina@jasionowka.pl,"85 72 780 30
85 72 780 31",poniedziałek - piątek 7:30 - 15:30,True,True,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Czyżewie,GOV,"ulica Mazowiecka 34, 18-220 Czyżew",sekretariat@umczyzew.pl,86 275 50 36,"poniedziałek 8:00 - 16:00, wtorek - piątek 7:30 - 15:30",False,True,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Czeremsze,GOV,"ulica Duboisa 14
17-240 Czeremcha",gops@czeremcha.pl,856850129,poniedziałek-piątek 7.30-15.30,False,False,True,False,brak,,,,,
Urząd Gminy Wyszki,GOV,"ulica Piórkowska 2
17-132 Wyszków",ug_wyszki@post.pl,857305890,poniedziałek-piątek 7.30-15.30,True,False,True,False,brak,,,,,
Ośrodek Pomocy Społecznej w Grabowie,GOV,"ulica Gen. Wł. Sikorskiego 1
18-507 Grabowo",ops@grabowo.pl,862790021,poniedziałek-piątek 7.30-15.30,False,True,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Suwałkach,GOV,"ulica Świerkowa 45
16 - 400 Suwałki",gops_suwalki@pro.onet.pl,875659348,"poniedziełek 8.00-16.00, wtorek-piątek 7.30-15.30",False,False,True,False,brak,,,,,
Ośrodek Pomocy Społecznej w Piątnicy,GOV,"ulica Stawiskowska 10
18-421 Piątnica Poduchowna",poczta@opspiatnica.pl,862152110,poniedziałek-piątek 7.30-15.30,True,False,True,False,brak,,,,,
Ośrodek Pomocy Społecznej w Wiźnie,GOV,"plac kpt. Władysława Raginisa 35
18-430 Wizna",ops@gminawizna.pl,86 888 90 15,poniedziałek - piątek 7:30 - 15:30,False,False,True,False,501 662 872,,,,,
Gminny Ośrodek Pomocy Społecznej w Sztabiniu,GOV,"ulica Augustowska 45/1
16-310 Sztabin",sekretariat@gops-sztabin.pl,876410203,poniedziałek - piątek 7:00-15:00,False,False,True,False,brak,,,,,
Ośrodek Pomocy Społecznej w Małym Płocku,GOV,"ulica Krótka 15
18-516 Mały Płock",	opsmplock@ops.malyplock.pl,862791304,poniedziałek-piątek 7.30-15.30,False,False,True,False, brak,,,,,
Urząd Gminy Wąsosz,GOV,"plac Rzędziana 8
19-222 Wąsosz",wojt@gminawasosz.pl,862731001,poniedziałek-piątek 7.30-15.30,False,False,True,False,brak,,,,,
Urząd Gminy Gródek,GOV,"ulica A. i G. Chodkiewiczów 2
16-040 Gródek",sekretariat@grodek.pl,857180664,"poniedziałek 8.00-16.00, wtorek-piątek 7.30-15.30",True,True,True,False,brak,,,,,
Ośrodek Pomocy Społecznej w Rutkach,GOV,"ulica 11 Listopada 7
18-312 Rutki-Kossaki",ops@gminarutki.pl,862763179,poniedziałek - piątek 7:00-15:00,False,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Nowince,GOV,"Nowinka 33, 16-304 Nowinka",gops@gminanowinka.pl,"87 643 80 31
534 700 805",poniedziałek - piątek 7:00 - 15:00,True,True,True,False,brak,,,,,
Ośrodek Pomocy Społecznej w Turoślu,GOV,"ulica Jana Pawła II 49 
18-525 Turośl",ops@turosl.pl,862786352,poniedziałek-piątek 7.30-15.30,False,False,True,False,brak,,,,,
Urząd Gminy Turośl,GOV,"ulica Jana Pawła II 49 
18-525 Turośl",sekretariat@turosl.pl,"504913356
862786149",poniedziałek-piątek 7.30-15.30,False,True,True,False,brak,,,,,
Ośrodek Pomocy Społecznej w Łomży,GOV,"ulica Marii Skłodowskiej-Curie 1a
18-400 Łomża",ops@gminalomza.pl,862162199,poniedziałek-piątek 7.45-15.45,False,False,True,False,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie w Sejnach,GOV,"ulica Piłsudskiego 34
16-500 Sejny",pcpr@powiat.sejny.pl,875173415,poniedziałek-piątek 7.30-15.30,True,False,True,False,brak,,,,,
Ośrodek Pomocy Społecznej w Szumowie,GOV,"ulica 1 Maja 45
 18-305 Szumowo",ops@opsszumowo.pl,862244150,poniedziałek-piątek 7.30-15.30,False,False,True,False,brak,,,,,
Urząd Gminy Rudka,GOV,"ulica Brańsk 13
17-123 Rudka",sekretariat@rudka.pl,857305852,poniedziałek - piątek 8:00-16:00,False,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Rudce,GOV,"ulica Brańska 13 
17-123 Rudka",gops.rudka@rudka.pl,"857305855
857305863",poniedziałek-piątek 8.00-16.00,False,False,True,False, brak,,,,,
Urząd Gminy Wiżajny,GOV,"ulica Szkolna 11
16-407 Wiżajny",wizajny@suwalki.home.pl,875688049,poniedziałek - piątek 7:30-15:30,False,True,False,False,brak,,,,,
Urząd Gminy Puńsk,GOV,"ulica Mickiewicza 23
16-515 Puńsk",ug_punsk@pro.onet.pl,875161048,"poniedziałek, wtorek, czwartek, piątek 7.30-15.30, środa 8.00-15.30",True,True,False,False,brak,,,,,
Urząd Gminy Szudziałowo,GOV,"ulica Bankowa 1
16-113 Szudziałowo",sekretariat@szudzialowo-gmina.pl,857221404,poniedziałek-piątek 7.30-15.30,True,True,False,False,brak,,,,,
Urząd Gminy Krasnopol,GOV,"ulica 1 Maja 14
16-503 Krasnopol",sekretariat@ug.krasnopol.wrotapodlasia.pl,875164010,"poniedziałek 8.00-16.00, wtorek-piątek 7.00-15.00",True,False,False,False,brak,,,,,
Urząd Gminy Nurzec-Stacja,GOV,"ulica Żerczycka 33
 17-330 Nurzec-Stacja",ug@nurzec-stacja.eu,856575078,poniedziałek-piątek 7.30-15.30,True,False,False,False,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie w Bielsku Podlaskim,GOV,"ulica 3 Maja 17
17-100 Bielsk Podlaski",pcpr@powiatbielski.pl,858332676,poniedziałek-piątek 7.30-15.30,True,True,False,False,858332676,,,,,
Urząd Miasta Bielsk Podlaski,GOV,"ulica M. Kopernika 1
17-100 Bielsk Podlaski",um@bielsk-podlaski.pl,857318188,"poniedziałek 8.00 - 16.00, wtorek-piątek 7.30-15.30",True,True,False,False,brak,,,,,
Urząd Miasta Sejny,GOV,"ulica Józefa Piłsudskiego 25
16-500 Sejny",sekretariat@um.sejny.pl,875162073,poniedziałek - piątek 7:00-15:00,True,True,False,False,brak,,,,,
Ośrodek Pomocy Społecznej w Zawadach,GOV,"plac Wolności 12 
16-075 Zawady",gops@gminazawady.pl,857140028 wew. 43,poniedziałek-piątek 7.15-15.15,False,True,False,False,brak,,,,,
Starostwo Powiatowe w Sejnach,GOV,"ulica 1 Maja 1
 16-500 Sejny","starosta@powiat.sejny.pl 
biuro@powiat.sejny.pl",875173910,poniedziałek-piątek 7.30-15.30,False,True,False,False,brak,,,,,
Urząd Gminy Dziadkowice,GOV,17-306 Dziadkowice 13,gmina@dziadkowice.pl,856569310,poniedziałek-piątek 7.45-15.45,False,True,False,False,brak,,,,,
Urząd Gminy Dąbrowa Białostocka,GOV,"ulica Solidarności 1
16-200 Dąbrowa Białostocka",dabrowab@beep.pl,857121100 857121101 857121102 857121103,poniedziałek-piątek 7.30-15.30,False,True,False,False,brak,,,,,
Starostwo Powiatowe w Grajewie,GOV,"ulica Strażacka 6B
 19-200 Grajewo",powiat@starostwograjewo.pl,"862738463
862738462",poniedziałek - piątek 7:30-15:30,False,True,False,False,brak,,,,,
Urząd Miasta Szczuczyn,GOV,"plac 1000-lecia 23
19-230 Szczuczyn",um@szczuczyn.pl,862735080,"poniedziałek, wtorek, czwartek, piątek 7.30-15.30, środa 9.00-17.00",True,False,False,False,brak,,,,,
Szkoła Podstawowa im. Bohaterów Powstań Narodowych,GOV,"ulica Szkolna 1
16-113 Szudziałowo",spszudzialowo@szudzialowo-gmina.pl,857221405,brak informacji,True,False,False,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Turośni Kościelnej,GOV,"Białostocka 5, 18-106 Turośń Kościelna",gops@turosn.pl ,85 715 80 18,poniedziałek - piątek 7:30 - 15:30,False,False,True,False,brak,,,,,
Urząd Gminy Poświętne,GOV,"Poświętne 21 
18-112 Poświętne",sekretariat@ug.poswietne.wrotapodlasia.pl,"856501314
856501164
856501310",poniedziałek-piątek 7:15-15:15,False,True,True,False,brak,,,,,
Urząd Miasta Czarna Białostocka,GOV,"Torowa 14A
16-020 Czarna Białostocka",um@czarnabialostocka.pl,857131340,"poniedziałek 7.30-16.00, wtorek-czwartek 7.30-15.30, piątek 7.30-15.00",True,True,True,False,brak,,,,,
Ośrodek Pomocy Społecznej w Nowych Piekutach,GOV,"Główna 23A
18-212 Nowe Piekuty",ops@nowepiekuty.pl,666090399,poniedziałek-piątek 7.30-15.30,True,True,True,False,brak,,,,,
Miejski Ośrodek Pomocy Społecznej w Mońkach,GOV,"Wyzwolenia 12, 19-100 Mońki",mops@mops-monki.pl,85 716 25 67,poniedziałek - piątek 7:00 - 15:00,False,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Szudziałowie,GOV,"ulica Bankowa 1
16-113 Szudziałowo",gops@szudzialowo-gmina.pl,857221794,poniedziałek-piątek 7.30-15.30,False,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Klukowie,GOV,"ulica Mazowiecka 14
18-214 Klukowo",gops@klukowo.pl,862774372,poniedziałek-piątek 7.30-15.30,False,True,True,False,brak,,,,,
Urząd Miasta Wysokie Mazowieckie,GOV,"ulica Ludowa 15
18-200 Wysokie Mazowieckie",sekretariat@wysokiemazowieckie.pl,862757500,poniedziałek-piątek 7.30-15.30,False,False,True,False,brak,,,,,
Urząd Gminy Brańsk,GOV,"ulica Rynek 8
17-120 Brańsk", bransk@zgwrp.org.pl,857375031,"poniedziałek 7.30-17.00, wtorek-czwartek 7.30-15.30 , piątek 7.30-14.00",True,False,True,False,brak,,,,,
Ośrodek Pomocy Społecznej w Nowogrodzie,GOV,"ulica Łomżyńska 41
 18-414 Nowogród",ops@nowogrod.com,862175561,"poniedziałek 8.00-16.00, wtorek-piątek 7.30-15.30",True,False,True,False,862175561,,,,,
Urząd Gminy Dubicze Cerkiewne,GOV,"ulica Główna 65
17-204 Dubicze Cerkiewne",gmina@dubicze-cerkiewne.pl,856827981,poniedziałek - piątek 8:00-16:00,False,True,False,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Płaskiej,GOV,16-326 Płaska 53,gops@plaska.pl,"876439064
534554900",poniedziałek-piątek 7.30-15.30,False,True,False,False,brak,,,,,
Miejsko-Gminny Ośrodek Pomocy Społecznej w Drohiczynie,GOV,"ulica Warszawska 12
17-312 Drohiczyn",mgops-drohiczyn@bialystok.home.pl,856558323,"poniedziałek 8.00-16.00, wtorek-piątek 7.30-15.30",True,True,True,False,brak,,,,,
Urząd Miasta Lipsk,GOV,"ulica Żłobikowskiego 4/2
16-315 Lipsk",gmina@um.lipsk.wrotapodlasia.pl,876422700,"poniedziałek-czwartek 7.15-15.15, piątek 7:30-15:30",True,False,True,False,brak,,,,,
Miejski Ośrodek Pomocy Społecznej w Wasilkowie,GOV,"ulica Supraślska 21
16-010 Wasilków",sekretariat@mops.wasilkow.pl,857185157,"poniedziałek, środa-piątek 7.30-15.30, wtorek 9.00-17.00",False,True,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Oleśnie,GOV,"ulica Długa 18
 33-210 Olesno",gops@gopsolesno.pl,146411082,poniedziałek-piątek 7.30-15.30,False,False,True,True,brak,,,,,
Ośrodek Pomocy Społecznej  w Starym Sączu,GOV,"ulica 11 Listopada 11
 33 - 340 Stary Sącz",ops@starysacz.naszops.pl,"184462070
185476140",poniedziałek-piątek 7.30 - 15.30,True,True,True,True,791897052,,-,,,
Ośrodek Pomocy Społecznej w Łącku,GOV,33-390 Łącko 445,ops@lacko.pl ,1841407430,"poniedziałek 8.00-16.00, wtorek - piątek 7.30-15.30",True,True,True,True,brak,,,,,
